time,open,high,low,close,volume
2017-03-03,42.99,51.878,42.99,47.853,3898.129751500001
2017-03-04,47.778,76.841,43.326,43.789,10396.72388396
2017-03-05,43.767,44.974,40.0,42.769,4512.00407545
2017-03-06,42.768,47.576,42.768,46.382,3840.578741460003
2017-03-07,46.545,46.89,43.501,45.927,1278.2362945200002
2017-03-08,45.333,45.755,42.004,42.5,1399.4561271
2017-03-09,42.478,53.971,41.4,51.66,8123.234712390003
2017-03-10,51.195,56.988,43.001,50.235,7557.564017230017
2017-03-11,50.5,74.181,50.0,72.0,17862.593880410008
2017-03-12,73.301,80.991,64.5,78.0,9005.318247640002
2017-03-13,77.032,82.097,69.232,75.0,12564.94950683001
2017-03-14,75.0,93.801,73.01,88.7,24869.776766840005
2017-03-15,88.256,105.42,85.506,96.85,55069.23193014
2017-03-16,96.532,99.447,79.34,89.0,36199.196379619585
2017-03-17,87.859,99.099,79.6,96.0,25644.37001475992
2017-03-18,96.0,115.0,91.633,107.91,55131.81005240909
2017-03-19,107.36,112.13,96.0,104.99,25550.428690679953
2017-03-20,106.41,109.99,98.0,98.15,11987.001357440007
2017-03-21,98.15,103.0,89.452,95.0,29555.92719943988
2017-03-22,95.0,108.0,88.909,101.1,20535.601031820028
2017-03-23,100.7,103.02,97.501,101.52,4070.750841749997
2017-03-24,101.77,107.79,85.01,94.4,24617.827748810014
2017-03-25,93.01,99.842,86.1,93.148,11496.239885060058
2017-03-26,93.346,95.705,90.0,93.929,6424.046275090005
2017-03-27,92.0,93.198,76.261,84.319,32757.3357407198
2017-03-28,83.897,90.0,80.284,86.924,8284.512300830043
2017-03-29,87.598,87.599,82.0,84.401,15527.460668420024
2017-03-30,84.971,85.0,75.6,78.779,19035.730299430026
2017-03-31,77.727,78.231,64.8,72.451,51754.8161161599
2017-04-01,72.371,72.8,66.5,68.226,11232.227222210007
2017-04-02,68.226,70.472,53.8,57.0,38846.102051010006
2017-04-03,56.042,68.2,47.53,63.866,60848.80452926
2017-04-04,63.371,72.219,56.51,69.494,31499.926542349967
2017-04-05,69.228,78.996,65.481,75.389,22711.60564951001
2017-04-06,75.003,75.499,65.2,67.094,15842.313386390084
2017-04-07,67.236,71.198,65.0,67.4,9217.552748349997
2017-04-08,67.116,70.9,66.624,68.485,7816.9195602599875
2017-04-09,68.704,69.989,65.78,66.381,5730.329274329961
2017-04-10,66.39,67.0,60.551,62.889,9780.817344860001
2017-04-11,63.421,64.29,60.45,61.907,10333.75510042003
2017-04-12,62.26,69.886,60.51,69.671,22362.281899330006
2017-04-13,69.6,77.767,66.96,73.5,25487.933042539826
2017-04-14,73.5,74.789,70.1,72.723,13664.195590630037
2017-04-15,72.685,79.998,71.018,76.793,12141.93071887996
2017-04-16,76.756,78.766,75.812,77.06,5205.423623570011
2017-04-17,77.07,79.31,75.53,78.202,4765.586944379999
2017-04-18,78.14,78.9,73.105,75.659,6718.309155779998
2017-04-19,75.98,78.973,74.75,74.9,2723.9399529199973
2017-04-20,74.927,76.497,74.05,75.7,3153.1702928000004
2017-04-21,75.557,77.959,74.856,76.147,5765.2598897200105
2017-04-22,76.444,78.0,75.51,77.296,2914.326436549999
2017-04-23,77.257,78.4,76.4,76.833,1763.4596929900003
2017-04-24,76.837,78.1,76.0,77.789,3876.0715238300036
2017-04-25,77.79,78.8,77.077,78.234,4582.47964081
2017-04-26,77.838,78.6,76.415,78.322,2914.2736816900015
2017-04-27,78.225,89.0,77.549,85.266,13373.608833930035
2017-04-28,85.284,87.068,82.755,85.685,7141.024182979998
2017-04-29,86.115,109.27,86.047,102.46,46507.16523612997
2017-04-30,101.97,105.3,95.65,98.011,11159.650020810013
2017-05-01,98.3,103.5,90.01,94.816,22219.535439460058
2017-05-02,94.794,96.481,90.06,92.399,16776.642654079973
2017-05-03,92.384,97.8,91.01,97.567,15932.735838150036
2017-05-04,97.564,101.97,92.746,97.36,23770.748265459966
2017-05-05,97.267,108.2,95.501,98.378,26748.97589514983
2017-05-06,98.6,103.03,97.209,100.98,6223.469035969997
2017-05-07,100.73,114.0,99.014,108.7,19324.54786161003
2017-05-08,108.72,109.7,96.5,99.999,12885.553642079954
2017-05-09,99.361,102.96,82.0,92.78,26724.650888730055
2017-05-10,92.325,97.407,90.916,91.929,5169.299164289996
2017-05-11,92.05,95.09,90.3,92.289,5077.25523804
2017-05-12,92.646,93.945,87.125,88.001,4030.3147773200103
2017-05-13,88.003,91.212,85.401,91.156,7171.147749510019
2017-05-14,91.074,93.0,90.0,91.054,832.3317552799978
2017-05-15,91.45,94.0,83.028,94.0,7907.633600490007
2017-05-16,93.985,94.0,86.523,87.367,2621.8134462600005
2017-05-17,87.359,95.0,80.173,85.051,14667.966689560015
2017-05-18,85.061,92.98,84.625,92.446,5987.759495960009
2017-05-19,92.341,102.5,90.0,98.345,16171.555839480077
2017-05-20,98.821,106.0,98.396,100.67,11072.79742541023
2017-05-21,100.65,102.14,97.504,100.81,5080.241149619992
2017-05-22,101.23,143.93,95.0,116.6,64854.06623115805
2017-05-23,116.86,139.0,114.0,133.73,21501.601952049907
2017-05-24,133.73,166.84,133.73,142.13,33611.43915754988
2017-05-25,140.25,144.02,116.0,117.98,22919.126080229966
2017-05-26,118.02,135.0,106.45,109.67,15861.65654909997
2017-05-27,108.48,113.8,84.0,96.496,25127.764250099975
2017-05-28,96.573,112.33,96.002,102.24,10935.05059600005
2017-05-29,103.27,116.0,99.027,114.65,8499.422150280012
2017-05-30,114.69,124.64,112.0,118.23,13257.453003459981
2017-05-31,118.68,138.43,110.02,131.15,14142.80813614021
2017-06-01,131.31,144.19,125.0,131.12,13430.97407129015
2017-06-02,131.5,141.97,130.01,141.93,6586.633842720008
2017-06-03,142.0,145.0,138.0,140.17,5270.796569660007
2017-06-04,139.86,142.38,136.0,142.35,3556.813225349991
2017-06-05,142.36,144.88,137.92,142.13,5382.563403490021
2017-06-06,142.03,146.6,129.0,144.69,17601.251477539943
2017-06-07,144.68,152.6,133.44,137.22,14280.446405740006
2017-06-08,136.5,144.99,135.22,144.05,4169.848605759987
2017-06-09,143.96,149.75,143.35,148.61,2949.350867249998
2017-06-10,148.61,151.92,141.29,146.8,5972.448668560009
2017-06-11,147.98,199.0,147.98,186.0,47366.067940529836
2017-06-12,186.01,194.65,150.0,165.33,16396.050059820518
2017-06-13,164.09,181.7,164.09,180.9,10517.848419440057
2017-06-14,179.19,190.0,146.55,156.71,29177.839935729786
2017-06-15,154.94,160.9,132.03,157.0,11498.577489170046
2017-06-16,157.01,162.0,149.26,159.72,3311.8631930800034
2017-06-17,159.63,185.6,153.0,178.0,13233.089271360013
2017-06-18,178.0,188.0,169.0,188.0,7195.575616020145
2017-06-19,187.94,198.0,185.93,195.31,12373.561588660115
2017-06-20,196.77,199.0,180.0,188.53,7636.480720730006
2017-06-21,187.22,193.56,169.0,178.38,4961.174056780002
2017-06-22,178.38,186.5,173.5,181.05,3212.6673928499936
2017-06-23,180.76,189.78,179.73,185.0,1866.7774316999999
2017-06-24,184.24,185.9,170.5,175.03,2428.778218559996
2017-06-25,174.12,176.77,159.0,165.32,7549.559721960019
2017-06-26,164.76,167.45,141.15,161.16,11908.43332635004
2017-06-27,160.96,172.76,142.25,172.2,10209.514457389985
2017-06-28,172.79,183.03,166.62,181.17,9478.103810780018
2017-06-29,178.98,180.65,166.0,173.59,7120.424685520008
2017-06-30,173.62,181.19,173.02,173.82,3969.4702141699963
2017-07-01,174.26,177.0,157.0,158.69,4467.156168289997
2017-07-02,158.99,170.5,157.0,169.6,3060.4174583300014
2017-07-03,170.37,183.0,167.39,178.21,4888.242833170005
2017-07-04,178.21,188.06,177.02,182.33,4199.792011999989
2017-07-05,182.23,213.05,178.25,208.37,20010.390027769936
2017-07-06,208.5,225.55,202.0,208.14,16112.648933120068
2017-07-07,208.05,210.37,185.62,190.34,8850.09814625003
