desc,pool,IS_n_assets,IS_ok,IS_n_eff,IS_combined_p_naive,IS_trades,IS_trades_per_asset,IS_edge_med,IS_edge_pos,IS_pf_med,IS_win_med,IS_sig_frac,IS_combined_z,IS_combined_p,IS_edge_pos_crypto,IS_edge_pos_equity,IS_edge_pos_cfx,OOS_n_assets,OOS_ok,OOS_n_eff,OOS_combined_p_naive,OOS_trades,OOS_trades_per_asset,OOS_edge_med,OOS_edge_pos,OOS_pf_med,OOS_win_med,OOS_sig_frac,OOS_combined_z,OOS_combined_p,OOS_edge_pos_crypto,OOS_edge_pos_equity,OOS_edge_pos_cfx,OOS_reason
upper[t-3]<=0.5 & clspos[t-1]>=0.3 & gap[t-3]<=-0.2 & close<prev_low,open,15,True,5.399185863169546,0.0008114182762125387,702,36.0,0.003916810934640049,1.0,1.716198834847096,0.55,0.06666666666666667,1.890919864665304,0.029317521135662855,,1.0,1.0,16,True,3.812013626715891,0.048220836111432276,832.0,49.0,0.0009557293305672183,0.625,1.3600283219826665,0.5645424836601307,0.125,0.8114110759050025,0.208564820328477,1.0,0.6666666666666666,0.5,
rngrank[t-3]<=0.8 & gap[t-3]<=-0.2 & chg[t-2]<=0.0 & close<prev_low,open,15,True,9.65491347597129,0.0002829452542854289,502,31.0,0.005036440114298194,1.0,1.7870464928262026,0.5945945945945946,0.06666666666666667,2.765842334385447,0.0028387988890076986,,1.0,1.0,16,True,4.540671045922083,0.07149832717805717,646.0,35.5,0.002347456378674048,0.5625,1.510871902633368,0.5305690072639225,0.1875,0.7802887942100806,0.21761045357040115,0.0,0.6666666666666666,0.5,
body[t-1]<=0.7 & clspos[t-1]>=0.3 & gap[t-3]<=-0.2 & close<prev_low,open,15,True,4.912455697820293,7.431715495926196e-05,766,41.0,0.0056035452818812715,1.0,1.8879791076125145,0.5925925925925926,0.06666666666666667,2.170828351917278,0.014972074963040947,,1.0,1.0,17,True,3.839204982976064,0.07027244890965935,887.0,46.0,0.002078927869505978,0.6470588235294118,1.395370628703958,0.5365853658536586,0.11764705882352941,0.7003649491083417,0.241849709985755,0.0,0.8888888888888888,0.5,
lower[t-1]>=0.2 & clspos[t-1]>=0.3 & gap[t-3]<=-0.2 & close<prev_low,open,15,True,3.9534281059534373,0.00022860032917578925,614,35.0,0.006016988446551833,1.0,1.9098829310586738,0.5686274509803921,0.0,1.799229115028556,0.035991222842443785,,1.0,1.0,17,True,4.48327989327642,0.12829339991155608,724.0,37.0,0.0023204490841259064,0.7058823529411765,1.2770706662760325,0.5517241379310345,0.058823529411764705,0.5826076826841896,0.2800787161775996,0.5,0.8888888888888888,0.5,
clspos[t-1]>=0.3 & opnpos[t-1]>=0.3 & gap[t-3]<=-0.2 & close<prev_low,open,15,True,3.7846007850972323,6.90048209873156e-06,523,26.0,0.009615342983682234,1.0,2.404815119983705,0.6,0.2,2.183506341729584,0.01449927122635361,,1.0,1.0,17,True,6.007696778484259,0.16365044262638112,634.0,34.0,0.0033207112552410658,0.6470588235294118,1.3904623483644427,0.5384615384615384,0.058823529411764705,0.5823214718734584,0.28017508257945556,0.0,0.8888888888888888,0.5,
clspos[t-1]>=0.3 & gap[t-3]<=-0.2 & chg[t-3]<=0.5 & close<prev_low,open,15,True,6.528889427851392,0.001099546821890222,778,42.0,0.004653931762752148,1.0,1.6247864036432653,0.5909090909090909,0.06666666666666667,2.020088279514122,0.02168711568450713,,1.0,1.0,17,True,3.7021867340761774,0.16836494371550353,906.0,48.0,-7.438405004919595e-06,0.47058823529411764,1.2046064598589035,0.5581395348837209,0.11764705882352941,0.4482995999302468,0.32696849466729305,0.0,0.6666666666666666,0.3333333333333333,
clspos[t-1]>=0.3 & opnpos[t-2]>=0.3 & gap[t-3]<=-0.2 & close<prev_low,open,15,True,3.8121241249977085,0.0013508428722477572,550,30.0,0.0030882786674202344,1.0,1.5828128309330463,0.574468085106383,0.06666666666666667,1.5122663464639807,0.06523305936029951,,1.0,1.0,15,True,3.1604958563114747,0.18012407870996588,610.0,34.0,0.001409673110559253,0.6,1.239214564471502,0.5476190476190477,0.06666666666666667,0.41995423906965956,0.3372594417685879,,0.7777777777777778,0.3333333333333333,
rngrank[t-1]<=0.5 & gap[t-2]<=-0.2 & gap[t-3]<=0.0 & close>prev_close,strict,16,True,5.905085975657168,9.502769656306654e-05,613,33.5,0.0059211278624642155,0.9375,1.9110530118884141,0.5835866261398176,0.25,2.267153321596675,0.01169043059938632,1.0,0.8888888888888888,1.0,15,True,3.3266211908602243,0.19822781771029324,755.0,47.0,0.0020923514009583834,0.6666666666666666,1.1810044571901104,0.5138888888888888,0.06666666666666667,0.3993334157868672,0.3448237741631227,,0.6666666666666666,0.6666666666666666,
body[t-2]<=0.7 & clspos[t-1]>=0.3 & gap[t-3]<=-0.2 & close<prev_low,open,15,True,4.243603915706015,0.0008325649607336598,657,36.0,0.005349483730968895,1.0,1.784025643402054,0.5882352941176471,0.06666666666666667,1.672395120453127,0.04722321683855548,,1.0,1.0,16,True,4.155895877693079,0.21799015177391695,736.0,41.5,0.0014507685833678075,0.625,1.1301229068826881,0.5355392156862745,0.0625,0.39701712324712934,0.3456774168008958,1.0,0.6666666666666666,0.5,
clspos[t-1]>=0.3 & gap[t-2]<=0.0 & gap[t-3]<=-0.2 & close<prev_low,open,15,True,3.9709217094730604,2.839809524205753e-05,399,21.0,0.008611805084638671,1.0,2.0404423567888044,0.5882352941176471,0.26666666666666666,2.0713136027625016,0.019164749449102354,,1.0,1.0,15,True,5.808208124966876,0.2905093572547981,434.0,23.0,0.0035229510941007167,0.5333333333333333,1.6123405121632681,0.55,0.13333333333333333,0.34342644107267895,0.3656388353226491,,0.6666666666666666,0.3333333333333333,
body[t-3]<=0.7 & upper[t-1]<=0.35 & gap[t-3]<=-0.2 & close<prev_low,strict,16,True,3.954564251340184,0.0012386107119714722,712,41.0,0.004136217856878034,1.0,1.6516744904585372,0.583916083916084,0.125,1.504437122154143,0.06623442597822708,1.0,1.0,1.0,16,True,5.311617919381182,0.2778254465004599,878.0,51.5,0.0027698769238770683,0.625,1.4420891818774844,0.5272425249169435,0.0,0.33954701699064205,0.3670988420302279,0.0,0.8888888888888888,0.3333333333333333,
rngrank[t-1]<=0.8 & gap[t-2]<=0.0 & gap[t-3]<=-0.2,strict,17,True,5.018481889865253,0.00012898787096137402,1931,112.0,0.003528541213068773,0.9411764705882353,1.513453325348126,0.546875,0.11764705882352941,1.9854325665773682,0.02354818284137426,1.0,0.8888888888888888,1.0,22,True,9.191025191642394,0.30310200799311504,2349.0,118.0,-2.7383695322229663e-05,0.5,0.9555393824081713,0.46642619311875694,0.13636363636363635,0.33319531766729027,0.3694934261772265,0.5714285714285714,0.4444444444444444,0.5,
rngrank[t-2]<=0.8 & gap[t-2]<=-0.2 & chg[t-3]<=0.0,strict,17,True,6.388999334837712,8.879005176843614e-06,1943,127.0,0.004506203116494576,0.9411764705882353,1.625526726865535,0.5694444444444444,0.17647058823529413,2.630795971921183,0.004259257961908741,0.5,1.0,1.0,20,True,5.466978625326743,0.27402939535916215,2320.0,124.5,0.0002439855860553469,0.5,1.061602869371123,0.4954545454545455,0.1,0.3140477832071631,0.37674237374418756,0.4,0.6666666666666666,0.3333333333333333,
body[t-3]>=0.3 & opnpos[t-1]>=0.5 & gap[t-1]>=0.2 & close<prev_low,open,16,True,4.882164536926043,0.00014910124726410254,742,47.0,0.005171115988486464,0.9375,1.6381608732097468,0.5835866261398176,0.1875,1.9979172418672455,0.022862816523173582,1.0,1.0,0.8333333333333334,16,True,4.31728717014309,0.2756264800286059,823.0,50.5,-0.0012282783094624441,0.375,1.1398719773653654,0.5083356487913309,0.125,0.3095329898832545,0.3784580605801185,0.0,0.5555555555555556,0.16666666666666666,
rngrank[t-2]<=0.5 & gap[t-2]<=0.2 & gap[t-3]<=-0.2 & close>prev_high,strict,16,True,5.868075079224551,0.0008634598262241771,545,34.0,0.0062388778299693765,0.9375,1.7128102375425427,0.6091269841269842,0.125,1.8977004215623843,0.02886777850741188,1.0,1.0,0.8333333333333334,17,True,4.445250537649172,0.32971098848852143,590.0,35.0,0.0011514844977357358,0.5882352941176471,1.0811926087187802,0.5,0.058823529411764705,0.2253605524513689,0.4108493984516307,0.5,0.4444444444444444,0.8333333333333334,
rngrank[t-1]<=0.8 & gap[t-1]<=-0.2 & chg[t-2]<=0.0,strict,17,True,5.843709363084078,2.6900329923858946e-06,1937,126.0,0.004150834392323031,0.9411764705882353,1.6263786430399827,0.5625,0.29411764705882354,2.6673093136391115,0.003823063243909442,0.5,1.0,1.0,20,True,7.190529477881244,0.402240512123512,2320.0,124.5,-2.0229033771266463e-05,0.45,1.003311745649214,0.5269837550765386,0.1,0.1484335050569277,0.44100032986083354,0.4,0.6666666666666666,0.16666666666666666,
upper[t-3]>=0.35 & clspos[t-2]<=0.3 & opnpos[t-3]>=0.5 & close>prev_high,strict,16,True,16.0,0.0008584515577753435,181,10.0,0.006003663888896251,0.9375,1.6431027131358906,0.4807692307692308,0.125,3.135279728162894,0.0008584515577753435,1.0,1.0,0.8,21,True,19.17391304347826,0.4457868182470453,240.0,11.0,-0.00315098302949331,0.42857142857142855,0.8500662482285113,0.38461538461538464,0.047619047619047616,0.13025183634920903,0.44818359218905157,0.5,0.14285714285714285,0.6666666666666666,
gap[t-2]<=0.0 & gap[t-3]<=-0.2 & chg[t-2]<=0.5 & close<prev_low,open,15,True,3.2790352916696803,0.0015957148793559629,602,38.0,0.0024766723812736664,1.0,1.6127144916608818,0.5789473684210527,0.0,1.3786493263927728,0.08400145014703081,,1.0,1.0,16,True,3.7719496239163175,0.3991829986694616,748.0,41.5,0.000929203191044753,0.5,1.3774109728596173,0.5174418604651163,0.0625,0.1240366139894408,0.45064314256324145,0.0,0.5555555555555556,0.5,
rngrank[t-1]<=0.8 & gap[t-1]<=-0.2 & chg[t-2]<=0.5,strict,17,True,5.517057242241765,9.712973724732004e-06,2998,197.0,0.0021984501302226432,0.9411764705882353,1.4169202683398967,0.5480769230769231,0.17647058823529413,2.43331525404664,0.007480634109726577,0.5,1.0,1.0,23,True,11.261961541789791,0.4404576102824766,3508.0,193.0,-8.26210648092985e-05,0.43478260869565216,0.8889622592320947,0.47706422018348627,0.043478260869565216,0.10482897278565732,0.45825575987310274,0.25,0.5555555555555556,0.5,
rngrank[t-2]<=0.8 & gap[t-2]<=-0.2 & gap[t-3]<=0.2,strict,18,True,7.948815684136965,0.00016751071254180738,2566,154.5,0.003455904310187052,0.9444444444444444,1.5015719992804963,0.5709903593339176,0.1111111111111111,2.3834033562604016,0.008576693904068454,0.6666666666666666,1.0,1.0,23,True,9.562850085594977,0.46730995165101163,3190.0,174.0,0.0007674745097304946,0.5652173913043478,0.9974479382480581,0.48823529411764705,0.08695652173913043,0.05289591499818164,0.4789074196004216,0.375,0.7777777777777778,0.5,
rngrank[t-3]<=0.8 & gap[t-2]<=0.0 & gap[t-3]<=-0.2,strict,17,True,6.530350424124129,0.0002619636960866065,1930,118.0,0.0022401385844202214,0.9411764705882353,1.4478422371200834,0.5660377358490566,0.11764705882352941,2.149561275153051,0.015794967162565045,0.5,1.0,1.0,22,True,6.255828327881553,0.48295008793932714,2389.0,126.5,0.001083847926485046,0.5454545454545454,0.9675880400068619,0.4824042354406727,0.0,0.022796880388413793,0.4909061482343543,0.5714285714285714,0.5555555555555556,0.5,
opnpos[t-3]>=0.3 & gap[t-2]<=-0.2 & bull[t-3]>=0.5 & close>prev_close,strict,16,True,5.126013191683017,0.003930551512640128,565,37.0,0.005603247740668135,0.9375,1.7766595697686802,0.6247642991829039,0.0625,1.5044620818433976,0.06623121479569924,1.0,1.0,0.8333333333333334,16,True,4.133280200730287,0.49284168350684865,649.0,41.0,-0.0013375953915964781,0.375,0.9938556231065176,0.5293988591487495,0.125,0.009120351344229019,0.4963615566781839,0.0,0.5555555555555556,0.16666666666666666,
lower[t-3]>=0.5 & gap[t-2]<=-0.2 & gap[t-3]<=0.0,open,16,True,4.60892106287368,0.00016194855286570222,498,33.0,0.004631769757099241,0.9375,1.8311400198557302,0.6256256256256256,0.25,1.929685397799943,0.02682291516412096,0.0,1.0,1.0,16,True,5.85966339483151,0.498726622701794,545.0,32.5,-0.0005117887148787005,0.4375,1.2638212416096908,0.5092592592592593,0.0,0.0019316307826584443,0.4992293912898882,0.0,0.2222222222222222,0.8333333333333334,
body[t-3]<=0.5 & clspos[t-3]>=0.7 & gap[t-2]<=-0.2 & close>prev_close,open,16,True,3.7024392965181145,0.004324513663951588,434,28.0,0.0049728499195259585,0.9375,1.6122790156232534,0.6269230769230769,0.0,1.2630383360793964,0.10328770142094246,1.0,1.0,0.8333333333333334,17,True,5.662049194884748,0.5175322636150614,486.0,31.0,-0.00017063728750930018,0.47058823529411764,1.0532951223404434,0.5483870967741935,0.058823529411764705,-0.025370565697068616,0.5101203056405111,0.0,0.5555555555555556,0.5,
gap[t-2]<=-0.2 & gap[t-3]<=0.0 & chg[t-2]<=0.5 & close<prev_low,open,16,True,3.749657329776315,0.0044797782227995325,637,39.0,0.004733768091001431,0.9375,1.5659049868642676,0.5554418985270049,0.0,1.2652427010535465,0.10289216980809462,1.0,0.8888888888888888,1.0,16,True,4.709835710505712,0.5275266403462646,827.0,45.5,-0.0009374072473161767,0.4375,1.1741178592975048,0.5199864498644986,0.0625,-0.03746546024421065,0.5149430602332693,0.0,0.5555555555555556,0.3333333333333333,
upper[t-3]<=0.2 & opnpos[t-1]>=0.3 & gap[t-1]>=0.2 & close<prev_low,strict,16,True,5.170014498353008,0.00038221926025450484,629,39.0,0.005734729693189184,0.9375,1.5606961787279805,0.5345345345345345,0.1875,1.9130107760392194,0.02787333646364354,1.0,0.8888888888888888,1.0,16,True,2.890439243566591,0.5904388104985658,727.0,47.0,8.251258243110359e-05,0.5,0.9957466986335114,0.5053191489361701,0.0625,-0.09719379446176613,0.5387137519916745,0.0,0.5555555555555556,0.5,
rngrank[t-2]<=0.8 & gap[t-2]<=-0.2 & gap[t-3]<=0.0,strict,16,True,5.885264904132685,7.785276812908757e-07,1925,116.0,0.003868811143773095,1.0,1.5946572167062696,0.5793980280228335,0.125,2.913434367450467,0.0017873848673795605,1.0,1.0,1.0,21,True,7.5874361912705535,0.5853960609095787,2423.0,129.0,-0.0004046526032324121,0.47619047619047616,0.9066629644979468,0.4876847290640394,0.14285714285714285,-0.12966520966738146,0.5515843456003359,0.3333333333333333,0.5555555555555556,0.5,
body[t-1]<=0.7 & gap[t-2]<=-0.2 & chg[t-2]<=0.5,strict,17,True,4.8553315910106685,0.013252668600615542,4053,246.0,0.001091968386576679,0.9411764705882353,1.4049479813788848,0.5502008032128514,0.0,1.1857380510706685,0.11786288133820377,0.5,1.0,1.0,21,True,8.032964645496044,0.6065437469314356,4469.0,243.0,-0.0010961816937560117,0.42857142857142855,0.9163402367321057,0.48923076923076925,0.09523809523809523,-0.16718978776310772,0.5663896402451974,0.0,0.6666666666666666,0.5,
clspos[t-3]>=0.7 & gap[t-3]<=-0.2 & chg[t-2]<=-0.5,strict,16,True,4.305173826860388,0.00015446478399949067,516,30.0,0.005430086014699354,0.9375,1.6499547328354058,0.6,0.0625,1.8713936261468678,0.03064527086034428,1.0,1.0,0.8333333333333334,16,True,5.373443123463081,0.6919744057896299,607.0,37.0,-0.0011926247160494732,0.4375,1.0019994790500717,0.5023521505376345,0.125,-0.29060159753601766,0.6143219809356372,0.0,0.4444444444444444,0.5,
upper[t-3]<=0.2 & gap[t-3]<=-0.2 & chg[t-2]<=-0.5,strict,16,True,7.6292815968403245,0.0005068274207720429,698,39.0,0.0053380064246699695,0.9375,1.6027219201748957,0.5787330316742081,0.0625,2.2695674773970937,0.011616919385651375,1.0,0.8888888888888888,1.0,16,True,3.8870540701166134,0.723990709480673,803.0,43.5,-0.0006254781273900729,0.4375,1.2206134911729958,0.5049019607843137,0.0,-0.29314063660510326,0.6152926715733107,0.0,0.4444444444444444,0.5,
opnpos[t-1]<=0.5 & rngrank[t-1]>=0.3 & gap[t-1]>=0.2 & close>high3,open,15,True,4.617549113000234,0.004863331514215799,781,52.0,0.0027859965938159094,1.0,1.5115138161223212,0.5625,0.06666666666666667,1.4344570552324771,0.07572093791122377,,1.0,1.0,15,True,3.2562413284866536,0.7667763164059029,894.0,62.0,-0.0027855164935986906,0.3333333333333333,1.0781971938400636,0.52,0.06666666666666667,-0.33931730889021977,0.6328146476472329,,0.1111111111111111,0.6666666666666666,
clspos[t-3]>=0.7 & gap[t-2]<=0.0 & gap[t-3]<=-0.2,strict,16,True,3.6484955333307094,0.00015882942992846596,916,54.5,0.004431540148777854,1.0,1.6637964326431092,0.579192546583851,0.125,1.7193112206164114,0.04277885896017077,1.0,1.0,1.0,18,True,6.858707870559941,0.7573249996496713,1086.0,63.5,-0.00041135582097636737,0.4444444444444444,1.02931089635016,0.477766958779617,0.0,-0.4306935603638781,0.6666543991096114,0.6666666666666666,0.5555555555555556,0.16666666666666666,
upper[t-3]<=0.35 & gap[t-2]<=0.0 & gap[t-3]<=-0.2,strict,16,True,4.996105792965222,0.0002833750034983673,1857,108.5,0.0023864196184168645,1.0,1.6368602991309549,0.5726829268292684,0.125,1.92620730189845,0.027039247223812367,1.0,1.0,1.0,22,True,8.550884251240461,0.7760460043256779,2209.0,121.0,-1.638768592696592e-05,0.5,0.8946606078123485,0.459830866807611,0.0,-0.4731326547922626,0.6819407295948887,0.5714285714285714,0.4444444444444444,0.5,
gap[t-2]<=0.0 & gap[t-3]<=-0.2 & chg[t-2]<=0.0,strict,16,True,4.6243982907944,0.001580904009909528,1839,103.5,0.002796216733354072,1.0,1.5340398555992292,0.560994560994561,0.0,1.586785179875623,0.05628065324471214,1.0,1.0,1.0,19,True,5.75039579624467,0.8303159895010317,2193.0,112.0,-0.001110611049765886,0.3684210526315789,0.9736172085442061,0.5,0.0,-0.5256104479083579,0.7004205519979222,0.25,0.3333333333333333,0.5,
clspos[t-1]>=0.3 & rngrank[t-1]<=0.8 & gap[t-1]<=-0.2,strict,17,True,5.100343476410454,0.0001653172908970092,3135,190.0,0.002040270193048405,0.9411764705882353,1.2753714402539416,0.5118110236220472,0.11764705882352941,1.9664089257298136,0.024625696611411233,1.0,0.8888888888888888,1.0,22,True,10.158074484671152,0.7838540752224492,3543.0,194.5,-0.0007478390976726082,0.45454545454545453,0.8932589072329169,0.4638985870181147,0.0,-0.5336009572484983,0.7031911770837037,0.14285714285714285,0.6666666666666666,0.5,
lower[t-3]>=0.35 & clspos[t-3]>=0.7 & gap[t-2]<=-0.2 & close>prev_close,strict,16,True,3.9924561203076467,0.0026432359401385897,449,29.5,0.00561506853372744,0.9375,2.0471867272227517,0.6166666666666667,0.0,1.3932038066168493,0.08177908449970112,1.0,1.0,0.8333333333333334,17,True,5.456709528978874,0.853566049865234,495.0,30.0,-0.0021837476827272877,0.29411764705882354,0.8940030012222644,0.5185185185185185,0.058823529411764705,-0.5959299268478657,0.7243889801333762,0.0,0.3333333333333333,0.3333333333333333,
rngrank[t-1]<=0.8 & gap[t-2]<=-0.2 & gap[t-3]<=0.0,open,16,True,4.944362720971273,1.1521522793591404e-07,1942,109.5,0.005129419708227862,0.9375,1.5016452730386343,0.5742033554779866,0.3125,2.8756312516570586,0.002016102328876482,1.0,0.8888888888888888,1.0,21,True,5.879378851403071,0.8923634733411406,2417.0,127.0,-0.0014990066684633801,0.47619047619047616,0.8890756790532328,0.44881889763779526,0.09523809523809523,-0.655686064746004,0.7439869315599765,0.3333333333333333,0.5555555555555556,0.5,
opnpos[t-1]>=0.5 & gap[t-2]<=-0.2 & gap[t-3]<=0.0,open,16,True,3.9641275059955743,1.632210210545634e-05,1242,80.0,0.005230920460155018,0.9375,1.7034644943665422,0.5908596957256701,0.125,2.0677601338610736,0.019331292082005555,1.0,0.8888888888888888,1.0,20,True,5.268389695707134,0.9014148265152222,1612.0,89.0,-0.0019439141349327671,0.4,0.7982562516022201,0.4745107323232323,0.1,-0.6619079751380494,0.7459848998189327,0.0,0.4444444444444444,0.6666666666666666,
clspos[t-3]>=0.7 & gap[t-2]<=-0.2 & chg[t-3]<=0.0,strict,16,True,5.783855240892152,1.2750239520001495e-07,409,24.0,0.011245431839577057,0.9375,2.5513284988170053,0.6160714285714286,0.25,3.098789578845507,0.0009715648671652376,1.0,1.0,0.8333333333333334,16,True,8.847878126833622,0.8436628922304483,484.0,22.5,-0.0010107024670113378,0.4375,0.8069390664353719,0.4899350649350649,0.0,-0.7507932565695536,0.7736114557988762,0.0,0.5555555555555556,0.3333333333333333,
opnpos[t-1]<=0.7 & rngrank[t-1]<=0.8 & gap[t-1]<=-0.2,strict,17,True,5.082355007792516,0.005187307896016038,2976,169.0,0.0015752889168450573,0.9411764705882353,1.3327367099322682,0.5277777777777778,0.058823529411764705,1.4014297218228984,0.08054280477962333,1.0,0.8888888888888888,1.0,22,True,7.7321257836399795,0.9035971626968575,3399.0,188.5,0.00017971069976487216,0.5,0.8793901302255498,0.4722136461870948,0.0,-0.7720708140601961,0.7799637563946085,0.42857142857142855,0.7777777777777778,0.16666666666666666,
lower[t-3]>=0.2 & gap[t-2]<=-0.2 & gap[t-3]<=0.0,open,16,True,3.4375561970746884,4.0911494466127166e-07,1557,97.0,0.0050333246032445746,0.9375,1.5788685093042998,0.5787931034482758,0.25,2.2855836865601296,0.011139312720898848,1.0,0.8888888888888888,1.0,21,True,8.793849474398426,0.9032999265644212,1793.0,100.0,-0.001244271541209263,0.3333333333333333,0.8576552786014459,0.44696969696969696,0.09523809523809523,-0.841625711430538,0.8000012536272574,0.5,0.3333333333333333,0.16666666666666666,
body[t-1]<=0.7 & gap[t-2]<=-0.2 & gap[t-3]<=0.0,strict,16,True,3.9416193805853434,6.923319375168778e-07,1943,118.0,0.005442415855251428,1.0,1.6271057621816958,0.579231483631298,0.125,2.3959215835757424,0.008289318350491664,1.0,1.0,1.0,21,True,6.577667284153902,0.9631417930604624,2390.0,132.0,-0.003548040033080478,0.23809523809523808,0.8309237931978868,0.4642857142857143,0.09523809523809523,-1.0008835647086838,0.8415584484096246,0.0,0.2222222222222222,0.5,
