desc,pool,IS_n_assets,IS_ok,IS_n_eff,IS_combined_p_naive,IS_trades,IS_trades_per_asset,IS_edge_med,IS_edge_pos,IS_pf_med,IS_win_med,IS_sig_frac,IS_combined_z,IS_combined_p,IS_edge_pos_crypto,IS_edge_pos_equity,IS_edge_pos_cfx,OOS_n_assets,OOS_ok,OOS_n_eff,OOS_combined_p_naive,OOS_trades,OOS_trades_per_asset,OOS_edge_med,OOS_edge_pos,OOS_pf_med,OOS_win_med,OOS_sig_frac,OOS_combined_z,OOS_combined_p,OOS_edge_pos_crypto,OOS_edge_pos_equity,OOS_edge_pos_cfx
body[t-1]<=0.5 & rngrank[t-1]<=0.3 & gap[t-3]<=-0.2,open,16,True,5.455343461722065,0.0010632322372879097,1183,63.5,0.0034292478803194114,0.9375,1.6948663508444717,0.5744565217391304,0.125,1.793779062856497,0.03642422002153792,1.0,0.8888888888888888,1.0,19,True,4.383498591056413,0.7203968153889797,1276,70.0,-0.0018365618017082328,0.42105263157894735,0.9801354354538815,0.5050505050505051,0.05263157894736842,-0.2805187490151458,0.6104602284818188,0.25,0.3333333333333333,0.6666666666666666
clspos[t-2]>=0.3 & rngrank[t-1]<=0.3 & gap[t-2]<=-0.2,open,16,True,4.032547038759794,4.356532674733072e-05,1314,86.5,0.004284939398500014,0.9375,1.7006929411557987,0.5870836637589215,0.1875,1.9699105967759265,0.024424308874878363,1.0,0.8888888888888888,1.0,20,True,4.27716028603668,0.7308488643550085,1309,67.5,-0.0010204175769697968,0.45,0.9150759245890858,0.521,0.05,-0.2845822263065374,0.6120178851053041,0.6,0.2222222222222222,0.6666666666666666
opnpos[t-1]>=0.3 & rngrank[t-1]<=0.3 & gap[t-3]<=-0.2,open,16,True,5.6064662966127665,9.524801489388388e-06,1191,67.0,0.0039075243811059375,0.9375,2.152837123042202,0.6298701298701299,0.3125,2.531027048798792,0.00568645389255743,0.0,1.0,1.0,18,True,3.875366483776266,0.7362342318779906,1274,69.0,-0.0005132746720472282,0.4444444444444444,0.9263373324038973,0.5,0.05555555555555555,-0.2931467421825658,0.6152950049059129,0.3333333333333333,0.4444444444444444,0.5
lower[t-2]>=0.2 & rngrank[t-1]<=0.3 & gap[t-2]<=-0.2,strict,16,True,3.3722904942845524,1.7879133565245876e-06,1036,64.5,0.006003194669727539,0.9375,2.2125485829614124,0.5857142857142856,0.25,2.127733492937674,0.016679593153089468,1.0,0.8888888888888888,1.0,17,True,3.399080318500916,0.7455722495666008,985,57.0,-0.0013381231164419014,0.4117647058823529,0.9284851848293821,0.5,0.058823529411764705,-0.29539866110995816,0.6161553220131853,0.5,0.1111111111111111,0.8333333333333334
rngrank[t-1]<=0.3 & gap[t-1]<=0.0 & gap[t-2]<=-0.2,strict,16,True,5.46080815145501,1.0404787781672241e-05,716,43.0,0.0072645963005101245,1.0,1.8846855982399273,0.5714285714285714,0.125,2.4864079491244397,0.00645199740036453,1.0,1.0,1.0,17,True,3.6210010584844214,0.7486190263064506,890,51.0,-0.0013596775866089289,0.4117647058823529,0.967617058393606,0.5072463768115942,0.0,-0.30928732141104864,0.6214485127270066,1.0,0.1111111111111111,0.6666666666666666
chg[t-1]<=0.5 & chg[t-2]<=0.0 & bull[t-2]>=0.5 & close<prev_low,open,16,True,5.755795583193522,0.011203798297161869,381,22.0,0.0036863106235762552,0.9375,1.954202928291617,0.575,0.0,1.3695319473014773,0.08541652776913256,0.0,1.0,1.0,16,True,8.29461308217235,0.6710290663812806,444,25.5,0.00016990408822136534,0.5,0.8295901028645404,0.5202702702702703,0.0,-0.31878877794993293,0.6250566557235699,1.0,0.5555555555555556,0.3333333333333333
rngrank[t-2]<=0.3 & gap[t-1]<=0.0 & gap[t-2]<=-0.2,strict,16,True,5.748229886955636,1.6413750039172616e-05,727,44.0,0.007458747813076778,0.9375,1.8770633122068996,0.6234817813765182,0.25,2.4891983816781886,0.0064015751397991675,1.0,0.8888888888888888,1.0,17,True,3.8438126363263536,0.76164423487735,881,48.0,0.00026988633000561886,0.5882352941176471,0.9325390953782411,0.5324675324675324,0.0,-0.33837132051318264,0.632458308128193,0.5,0.3333333333333333,1.0
clspos[t-2]>=0.3 & rngrank[t-1]<=0.3 & gap[t-3]<=-0.2,open,16,True,7.831973173741502,4.787574352341864e-05,1282,75.0,0.0043582670434086195,0.9375,1.7457594064438577,0.6180371352785146,0.1875,2.7293807311264517,0.0031726698790922256,0.0,1.0,1.0,21,True,6.90570851800319,0.7393345009245804,1299,73.0,-0.0007039479293652375,0.42857142857142855,0.9542914579520826,0.5,0.0,-0.36774973530788113,0.643470074085599,0.16666666666666666,0.4444444444444444,0.6666666666666666
rngrank[t-1]<=0.3 & gap[t-1]<=0.2 & gap[t-2]<=-0.2,strict,16,True,4.209503033763394,0.00010189634477988574,976,59.5,0.005392865367763707,0.9375,1.9422550551445372,0.5698717948717948,0.125,1.905147762914163,0.028380433111404185,1.0,0.8888888888888888,1.0,20,True,4.157985534176445,0.7952326318037958,1198,63.5,-0.0016760430384172805,0.4,0.9147391096031462,0.5147186147186147,0.0,-0.3760357678536774,0.6465548473663159,0.4,0.1111111111111111,0.8333333333333334
rngrank[t-1]<=0.3 & rngrank[t-2]<=0.8 & gap[t-2]<=-0.2,open,16,True,5.160144823397031,4.304267469323753e-05,1536,94.5,0.0032632995225639035,0.9375,1.78810834526008,0.588638195004029,0.1875,2.230022092946146,0.012872988105165923,0.0,1.0,1.0,20,True,4.572059289051174,0.7855489646029378,1614,85.5,-0.0022668123816958446,0.4,0.9008621866492954,0.478315649867374,0.05,-0.3782307674802491,0.6473704144660739,0.6,0.1111111111111111,0.6666666666666666
rngrank[t-1]<=0.3 & gap[t-3]<=-0.2 & chg[t-1]<=0.0,open,16,True,3.3665241099486343,5.0334884356133527e-05,758,41.5,0.003181353940688336,0.9375,1.8686181409039566,0.6214168714168714,0.3125,1.7838801755496936,0.03722156894725688,0.0,1.0,1.0,18,True,4.092747986481711,0.8122612789557916,827,43.5,-0.002356241944429892,0.3888888888888889,0.8857836031675277,0.5,0.0,-0.42260282346559513,0.6637074668701918,0.3333333333333333,0.2222222222222222,0.6666666666666666
lower[t-3]>=0.2 & rngrank[t-1]<=0.3 & gap[t-3]<=-0.2,strict,16,True,4.714300324618897,9.04505045298173e-06,989,58.0,0.005261990975934763,1.0,1.5841789406131928,0.6061224489795918,0.25,2.3271648525222255,0.009978246454441167,1.0,1.0,1.0,19,True,4.912221580569487,0.8213435977805241,1036,56.0,-0.0011739296226661563,0.42105263157894735,0.9904090090736941,0.4946236559139785,0.0,-0.4680419912071024,0.6801227193985668,0.0,0.4444444444444444,0.6666666666666666
body[t-2]<=0.7 & rngrank[t-1]<=0.3 & gap[t-2]<=-0.2,strict,16,True,5.05203182281658,9.666369764431605e-05,1376,88.5,0.005143673765318473,0.9375,1.8074898387921219,0.5856331168831169,0.125,2.0945946562300737,0.018103520328226732,1.0,1.0,0.8333333333333334,19,True,3.9757903636086533,0.8609708782039677,1399,73.0,-0.0007629639351405472,0.3684210526315789,0.8139553502735398,0.48333333333333334,0.0,-0.49618226611543864,0.6901170891533766,0.5,0.2222222222222222,0.5
rngrank[t-1]<=0.3 & gap[t-2]<=-0.2 & chg[t-3]<=0.5,strict,16,True,4.402064637224624,2.1055132190091613e-06,1214,72.5,0.0045215960910879715,0.9375,2.0021154936974024,0.596757852077001,0.3125,2.4131858529432466,0.007906876793549166,1.0,0.8888888888888888,1.0,19,True,4.110559122448599,0.8610692710885034,1288,67.0,-0.002134302615026365,0.42105263157894735,0.8245802556759493,0.49295774647887325,0.0,-0.5047284566046358,0.6931252143554414,0.25,0.3333333333333333,0.6666666666666666
rngrank[t-2]<=0.3 & gap[t-2]<=0.0 & gap[t-3]<=-0.2,open,16,True,4.884356132752316,2.161986146653196e-05,716,43.0,0.006385459323068921,0.9375,2.3919341037925603,0.6180371352785146,0.125,2.2594803780892954,0.011926759761524092,0.0,1.0,1.0,17,True,4.165031941955713,0.850742982676837,890,51.0,-0.0021354610670489566,0.4117647058823529,0.9407209382457873,0.4772727272727273,0.0,-0.51459022511228,0.6965803014308154,1.0,0.1111111111111111,0.6666666666666666
body[t-2]<=0.7 & rngrank[t-2]<=0.3 & gap[t-2]<=-0.2,strict,17,True,4.472316976624392,0.00025305880681002386,1449,88.0,0.0038410634448163734,0.9411764705882353,1.6600014440938944,0.6,0.17647058823529413,1.7836460010622424,0.03724060286637929,0.5,1.0,1.0,19,True,5.13955517542911,0.8395528206635716,1632,89.0,-0.00102854680318852,0.3684210526315789,0.9674771005612984,0.5075757575757576,0.0,-0.5162614768414345,0.6971641009532963,0.25,0.2222222222222222,0.6666666666666666
body[t-2]<=0.5 & rngrank[t-2]<=0.3 & gap[t-2]<=-0.2,open,16,True,3.6587756046944526,0.0032345060694873463,1139,66.0,0.0034045174937119096,0.9375,1.7481074100267775,0.5970496894409938,0.0,1.3021383046962298,0.09643455543934487,0.0,1.0,1.0,18,True,4.603370589596561,0.8495437621878072,1296,75.0,-0.00036185535068884484,0.4444444444444444,0.9090704060585351,0.480361956103196,0.0,-0.5231463844579851,0.6995638055652281,0.0,0.4444444444444444,0.6666666666666666
lower[t-1]>=0.2 & rngrank[t-1]<=0.3 & gap[t-2]<=-0.2,strict,16,True,4.160820444692981,3.712835238784623e-05,1137,68.5,0.0035262694536615426,1.0,1.799158335005456,0.5883699633699634,0.125,2.020541884205032,0.021663605091823353,1.0,1.0,1.0,19,True,5.127159851366819,0.8443304098439736,1196,69.0,-0.0014491224765743943,0.42105263157894735,0.8487569839101311,0.5128205128205128,0.0,-0.5259211524288002,0.7005285042469891,0.5,0.1111111111111111,0.8333333333333334
rngrank[t-2]<=0.3 & gap[t-2]<=-0.2 & chg[t-1]>=-0.5,open,16,True,4.142609935369836,0.0013708128000728976,1132,69.5,0.0043430150502341445,0.9375,1.9030420745349752,0.5640909090909092,0.0,1.5241207254918676,0.06373927813790005,1.0,1.0,0.8333333333333334,19,True,5.341390879327888,0.8616759203363156,1205,66.0,-0.0019551019496031443,0.3684210526315789,0.8880589470424707,0.5,0.0,-0.5768080415543365,0.7179654316836621,0.25,0.1111111111111111,0.8333333333333334
