desc,pool,IS_n_assets,IS_ok,IS_n_eff,IS_combined_p_naive,IS_trades,IS_trades_per_asset,IS_edge_med,IS_edge_pos,IS_pf_med,IS_win_med,IS_sig_frac,IS_combined_z,IS_combined_p,IS_edge_pos_crypto,IS_edge_pos_equity,IS_edge_pos_cfx,OOS_n_assets,OOS_ok,OOS_n_eff,OOS_combined_p_naive,OOS_trades,OOS_trades_per_asset,OOS_edge_med,OOS_edge_pos,OOS_pf_med,OOS_win_med,OOS_sig_frac,OOS_combined_z,OOS_combined_p,OOS_edge_pos_crypto,OOS_edge_pos_equity,OOS_edge_pos_cfx
lower[t-1]<=0.35 & gap[t-2]<=0.2 & gap[t-3]>=0.2 & close<prev_low,strict,16,True,3.335436251812486,3.7447719412481384e-07,865,55.5,0.0041382352321308906,1.0,1.4995887361977656,0.6066958698372966,0.3125,2.259255164431695,0.01193375856815715,1.0,1.0,1.0,16,True,3.165422799028014,0.2337986177974189,835,51.0,0.0011581316648117553,0.5625,1.105383215042244,0.4910714285714286,0.0625,0.32309344864709344,0.3733122358221961,1.0,0.6666666666666666,0.3333333333333333
clspos[t-1]>=0.3 & chg[t-1]>=0.5 & chg[t-3]<=-0.5 & close>high3,strict,28,True,8.70791459421032,3.271996547530682e-06,585,19.0,0.009546788440654952,1.0,1.9501698092507815,0.5584415584415584,0.14285714285714285,2.5139838658759404,0.005968794750272266,1.0,1.0,1.0,30,True,6.283033584880386,0.25726013986018803,731,22.5,0.0015488807202376153,0.5333333333333333,0.8586340141457085,0.4616477272727273,0.03333333333333333,0.2982968490592975,0.3827383044869035,0.4666666666666667,0.6666666666666666,0.5
body[t-1]<=0.7 & gap[t-2]<=-0.2 & chg[t-2]>=0.0 & close<prev_low,open,15,True,8.589664328799897,3.189134927797035e-05,247,16.0,0.00497975459392125,1.0,1.560660663715219,0.6,0.2,3.025690055338278,0.0012403322373484005,,1.0,1.0,16,True,4.614894534142119,0.3009429978903928,320,20.0,0.0007122540623170368,0.5625,1.1993056327760134,0.5,0.0625,0.28017774860417793,0.38967056865833194,0.0,0.6666666666666666,0.5
body[t-2]>=0.7 & opnpos[t-1]<=0.7 & chg[t-3]>=0.5 & close<prev_low,strict,17,True,9.621782729776932,1.838976072267883e-05,216,9.0,0.009899942659521573,1.0,2.264807968949836,0.6363636363636364,0.17647058823529413,3.1047031307121276,0.0009523504531778498,1.0,1.0,1.0,21,True,8.014212753526044,0.37059847972222304,304,14.0,0.00022880053349647825,0.5238095238095238,1.1449827215544315,0.5,0.047619047619047616,0.20402724783485415,0.4191661030237653,0.5,0.4444444444444444,0.6666666666666666
upper[t-1]>=0.2 & rngrank[t-1]<=0.5 & gap[t-3]>=0.2 & close<prev_low,strict,16,True,3.835686964792699,0.000305044203423545,725,43.0,0.002973328610649418,1.0,1.8213211578735367,0.5662393162393162,0.125,1.6779808796079392,0.04667541586887276,1.0,1.0,1.0,16,True,2.9062879879740278,0.34446543073139047,698,44.5,0.000466868270825782,0.6875,1.2123487164650761,0.5107142857142857,0.0625,0.17060896788600383,0.4322656229821337,0.0,0.8888888888888888,0.5
rngrank[t-3]<=0.8 & chg[t-1]>=0.0 & chg[t-3]<=-0.5 & close>high3,strict,30,True,9.340531190644459,1.5721614297976552e-05,763,22.5,0.006024065070196794,0.9666666666666667,1.5150702759878985,0.5777777777777777,0.1,2.322768299341563,0.010095801461621158,0.9333333333333333,1.0,1.0,30,True,4.782599290781068,0.34177777436525125,874,25.0,-0.00096619074457553,0.4666666666666667,0.9158450262284094,0.45906432748538006,0.03333333333333333,0.16275063450668786,0.43535738893320525,0.6666666666666666,0.4444444444444444,0.0
clspos[t-2]<=0.85 & rngrank[t-1]>=0.3 & chg[t-2]<=-0.5 & close>high3,open,30,True,10.10872685283961,1.1872372067391583e-05,632,20.0,0.004758750431839234,0.9666666666666667,1.5234535674649456,0.4630630630630631,0.16666666666666666,2.453349367505797,0.0070766401366824045,0.9333333333333333,1.0,1.0,30,True,7.026017325706289,0.4682795817861128,727,24.0,0.0017774930019926016,0.5333333333333333,0.9547746024326185,0.4633273703041145,0.0,0.03851954938180819,0.48463672244856815,0.6,0.6666666666666666,0.16666666666666666
rngrank[t-2]>=0.8 & gap[t-1]<=0.2 & chg[t-1]>=-0.5 & close<prev_low,strict,30,True,4.3335221916671145,3.967807969298832e-09,1194,35.5,0.008745755053934861,0.9666666666666667,1.3495089942097955,0.5,0.13333333333333333,2.1929168491900675,0.01415668526416872,0.9333333333333333,1.0,1.0,30,True,3.7208019976975217,0.459042641456833,1293,38.0,-0.0004609389816312903,0.4666666666666667,0.813100997093082,0.43052631578947365,0.03333333333333333,0.036219678898343065,0.48555359739591963,0.4666666666666667,0.3333333333333333,0.6666666666666666
clspos[t-1]<=0.3 & rngrank[t-2]<=0.5 & gap[t-1]<=-0.2 & close>prev_close,strict,16,True,4.866332686994393,1.980548738788319e-06,489,29.5,0.010160605544771058,1.0,2.683278311247749,0.5941176470588235,0.25,2.5442703663298887,0.005475314381871007,1.0,1.0,1.0,18,True,4.57058278921455,0.49694009995372357,527,27.0,-0.0005381870162522018,0.4444444444444444,0.9777379468082507,0.5060975609756098,0.0,0.003865013098385665,0.49845808669968356,1.0,0.3333333333333333,0.3333333333333333
gap[t-3]<=-0.2 & chg[t-1]>=0.5 & chg[t-3]<=-0.5 & close>prev_high,open,15,True,3.345510225331623,0.008835047208197552,339,16.0,0.002579743197071451,1.0,2.0938260735236005,0.5714285714285714,0.06666666666666667,1.120429102452397,0.13126547451863158,,1.0,1.0,15,True,5.928622506310331,0.49791446864534017,406,23.0,-0.0007684448759493617,0.4666666666666667,0.824455122392566,0.4883720930232558,0.0,0.003286547439869105,0.49868885963004883,,0.4444444444444444,0.5
