desc,pool,IS_n_assets,IS_ok,IS_n_eff,IS_combined_p_naive,IS_trades,IS_trades_per_asset,IS_edge_med,IS_edge_pos,IS_pf_med,IS_win_med,IS_sig_frac,IS_combined_z,IS_combined_p,IS_edge_pos_crypto,IS_edge_pos_equity,IS_edge_pos_cfx,OOS_n_assets,OOS_ok,OOS_n_eff,OOS_combined_p_naive,OOS_trades,OOS_trades_per_asset,OOS_edge_med,OOS_edge_pos,OOS_pf_med,OOS_win_med,OOS_sig_frac,OOS_combined_z,OOS_combined_p,OOS_edge_pos_crypto,OOS_edge_pos_equity,OOS_edge_pos_cfx,OOS_reason
upper[t-3]<=0.35 & rngrank[t-1]<=0.8 & chg[t-2]<=0.0 & close>prev_close,strict,30,True,10.6880929978698,0.00011425318067370392,5605,170.0,0.0023184993567789925,0.9666666666666667,0.9683185906218221,0.4394637053087757,0.1,2.199645770642468,0.013916018553166605,1.0,0.8888888888888888,1.0,30,True,11.43069899192656,0.6612418232975195,6102.0,184.0,-0.0002523960264719249,0.4666666666666667,0.885475503733233,0.4410898379970545,0.03333333333333333,-0.2566949630325381,0.6012928698940413,0.4,0.6666666666666666,0.3333333333333333,
gap[t-1]<=0.0 & gap[t-3]>=0.2 & bull[t-3]>=0.5 & close>high3,open,15,True,4.8802657171503565,0.0011383616692627846,304,17.0,0.00571906548342698,1.0,1.8639587191536224,0.6153846153846154,0.2,1.7405835209893739,0.04087830413094684,,1.0,1.0,15,True,4.634570739313597,0.6974352426854137,303.0,20.0,-0.0010575829030992842,0.4,0.9031379487781631,0.5172413793103449,0.0,-0.28739667074158803,0.6130956949545365,,0.5555555555555556,0.16666666666666666,
upper[t-3]<=0.35 & lower[t-1]>=0.5 & gap[t-2]<=-0.2,open,16,True,3.3405225093051376,0.00016674927919118428,693,43.5,0.006048669776469312,0.9375,1.6344071271466225,0.5630681818181817,0.0,1.6393575001502922,0.050569413660923455,1.0,0.8888888888888888,1.0,16,True,4.271151410340923,0.7298561600755092,727.0,44.5,-0.0005889347698594752,0.4375,1.180486148629466,0.5055555555555555,0.0,-0.31639680368948503,0.6241493286309985,1.0,0.4444444444444444,0.3333333333333333,
body[t-1]<=0.5 & upper[t-1]<=0.2 & gap[t-2]<=-0.2 & close>prev_high,open,15,True,4.032607867138767,0.004442584716131393,290,20.0,0.007625756170495289,1.0,1.7355258903821522,0.55,0.06666666666666667,1.3566203525779097,0.08745093574290924,,1.0,1.0,15,True,5.357666201648949,0.7478056641288339,378.0,26.0,-0.0018885275873188503,0.3333333333333333,1.1116740359200048,0.53125,0.0,-0.3989870647468096,0.6550486322842975,,0.3333333333333333,0.3333333333333333,
lower[t-1]>=0.5 & opnpos[t-3]>=0.3 & gap[t-2]<=-0.2 & close>prev_high,open,15,True,5.94503447510884,2.7108486544059164e-06,214,13.0,0.011236917113015468,1.0,2.82589318746183,0.6428571428571429,0.26666666666666666,2.863058274906104,0.0020978669389512808,,1.0,1.0,15,True,6.335620410926633,0.756740089062685,285.0,18.0,-0.003323430204490496,0.3333333333333333,0.8860434932031646,0.5,0.0,-0.45223848460023963,0.6744514067585028,,0.3333333333333333,0.3333333333333333,
opnpos[t-2]>=0.3 & rngrank[t-2]<=0.8 & gap[t-3]<=-0.2,strict,17,True,4.818666802238042,0.011310419402107955,2921,169.0,0.002304820240634471,0.9411764705882353,1.3391277014854905,0.5528455284552846,0.058823529411764705,1.2137566134027444,0.11242033929832629,1.0,1.0,0.8333333333333334,22,True,13.290001370463145,0.7346693954606472,3343.0,178.5,-0.0011916177962329002,0.45454545454545453,0.9983574445334635,0.48399534410010187,0.0,-0.48732268399274214,0.6869851625675382,0.42857142857142855,0.4444444444444444,0.5,
body[t-2]<=0.3 & upper[t-2]<=0.2 & bull[t-2]>=0.5 & close>high3,strict,16,True,16.0,0.0003225838273452655,179,10.0,0.01055997579348236,0.9375,2.1349054923654314,0.6666666666666666,0.0625,3.4118789119650463,0.0003225838273452655,0.8,1.0,1.0,22,True,18.513447534277546,0.7764985465014485,236.0,10.0,-0.0024417263860229575,0.4090909090909091,0.9032767491107669,0.4222222222222222,0.0,-0.697567881562439,0.7572762631454505,0.4,0.25,0.75,
body[t-2]<=0.3 & gap[t-1]>=0.2 & gap[t-3]<=0.2 & close<prev_low,strict,16,True,5.020795338944338,0.004177239069122377,356,21.0,0.0064500816154659584,1.0,1.7383110946935552,0.5903225806451613,0.0625,1.4774130035068298,0.06978248129146448,1.0,1.0,1.0,15,True,6.064248814881818,0.8707715867957336,395.0,25.0,-0.000836863021586511,0.4,0.9120955139736412,0.44,0.06666666666666667,-0.7185202510807028,0.7637817170590335,,0.3333333333333333,0.5,
clspos[t-1]>=0.3 & clspos[t-3]>=0.85 & gap[t-2]<=-0.2,open,16,True,4.025990112210752,1.4497819670689773e-06,787,50.0,0.005735436652714667,0.9375,1.6260173321373255,0.5699614890885751,0.3125,2.3464907608996306,0.009475568024255553,1.0,0.8888888888888888,1.0,18,True,6.364681390704515,0.8917729536840293,787.0,47.0,-0.0022094433157519473,0.3888888888888889,0.9309038392710884,0.5139398385913426,0.0,-0.7349787431079534,0.768823779950511,0.6666666666666666,0.2222222222222222,0.5,
upper[t-3]<=0.35 & lower[t-1]>=0.5 & gap[t-2]<=-0.2 & close>prev_close,strict,16,True,4.313661095092993,1.4066780621736059e-05,356,23.5,0.00908083938868212,1.0,1.9016744677534416,0.5656565656565657,0.25,2.1745882974687745,0.014830491033674259,1.0,1.0,1.0,15,True,6.91814609538054,0.8840872332663653,389.0,25.0,-0.0012603517322422294,0.4,0.9883488447847639,0.4782608695652174,0.0,-0.8120081889196018,0.7916065336724885,,0.4444444444444444,0.3333333333333333,
body[t-1]<=0.5 & body[t-3]>=0.3 & chg[t-2]<=-0.5 & close>high3,open,16,True,9.20714658783695,0.003546521447015688,188,10.0,0.006489659598958534,0.9375,1.7250150366297832,0.5488721804511278,0.0,2.042439636005974,0.020553970727450244,1.0,1.0,0.8333333333333334,18,True,13.870357449608694,0.8290524538441304,231.0,12.5,-0.0036092112467889558,0.3333333333333333,0.8425208085939742,0.5166666666666666,0.05555555555555555,-0.8343082795678021,0.7979463562932392,0.2,0.5714285714285714,0.16666666666666666,
clspos[t-1]>=0.85 & opnpos[t-3]<=0.5 & chg[t-1]>=0.0 & close<prev_low,strict,19,True,9.73386003838189,4.4587016018692595e-06,240,12.0,0.01475632155257626,0.9473684210526315,2.067675923317284,0.5833333333333334,0.15789473684210525,3.1793116587442354,0.0007381263556253678,0.8571428571428571,1.0,1.0,22,True,14.413457831321765,0.9082376363629361,256.0,11.0,-0.005096775308894238,0.3181818181818182,0.8082338444265991,0.3333333333333333,0.0,-1.0765098134348825,0.859150342796221,0.1111111111111111,0.7142857142857143,0.16666666666666666,
clspos[t-1]>=0.85 & clspos[t-2]<=0.7 & chg[t-2]>=-0.5 & close<prev_low,strict,21,True,18.118835053879568,2.2715810670059868e-05,238,10.0,0.012704606350597428,0.9523809523809523,2.2937751732159763,0.5555555555555556,0.14285714285714285,3.787904077294381,7.596173891486953e-05,1.0,1.0,0.8,24,True,24.0,0.8656809030636687,301.0,12.0,-0.0004817625010928887,0.5,0.8613734195885929,0.38278388278388276,0.0,-1.1062040879629955,0.8656809030636687,0.4444444444444444,0.5555555555555556,0.5,
clspos[t-1]>=0.85 & opnpos[t-1]<=0.7 & bull[t-3]>=0.5 & close<prev_low,strict,17,True,11.949050373813227,2.7062066360180446e-07,226,13.0,0.01660319751332562,0.9411764705882353,2.972070171425129,0.6111111111111112,0.29411764705882354,4.201205871318732,1.3274850967053644e-05,1.0,0.8571428571428571,1.0,23,True,17.75320463717346,0.9133607327297069,282.0,12.0,-0.005261013725289655,0.34782608695652173,0.7027056900779529,0.3333333333333333,0.043478260869565216,-1.1963826027109357,0.8842263563776129,0.2222222222222222,0.5,0.3333333333333333,
body[t-1]>=0.3 & clspos[t-1]>=0.85 & bull[t-3]>=0.5 & close<prev_low,strict,16,True,11.053285050741037,1.3091685314119746e-06,203,12.5,0.013455173133044703,0.9375,2.873415533258675,0.6,0.25,3.9053738905024225,4.703990555727503e-05,1.0,0.8571428571428571,1.0,22,True,14.913295349388635,0.9403989043013286,258.0,10.0,-0.007060012988949257,0.3181818181818182,0.6239597357028291,0.3484848484848485,0.045454545454545456,-1.2828605329495983,0.90022952895826,0.2222222222222222,0.42857142857142855,0.3333333333333333,
clspos[t-1]>=0.85 & gap[t-2]<=0.2 & bull[t-3]>=0.5 & close<prev_low,strict,16,True,10.396960824434563,6.968679191853941e-06,176,11.0,0.014636526130739503,0.9375,2.0347437357581457,0.5769230769230769,0.25,3.5024147402646264,0.00023053065902166125,0.875,1.0,1.0,20,True,19.78186582341101,0.9235277089953915,211.0,10.5,-0.01433211229223885,0.25,0.5069228896832781,0.3318181818181818,0.05,-1.4213922282268197,0.9223986177063999,0.18181818181818182,0.2,0.5,
lower[t-1]>=0.2 & clspos[t-1]>=0.85 & rngrank[t-3]<=0.5 & close<prev_low,strict,16,True,16.0,0.00246926748393799,188,10.0,0.009967921772488675,0.9375,2.3404350027359806,0.5777777777777777,0.125,2.811015871737203,0.00246926748393799,1.0,1.0,0.8333333333333334,16,True,16.0,0.9421393501103656,154.0,9.5,-0.009486414985283704,0.3125,0.7040694946079866,0.39230769230769236,0.0,-1.572989282934005,0.9421393501103656,0.4,0.2857142857142857,0.25,
lower[t-1]>=0.5 & gap[t-1]>=0.2 & chg[t-2]<=0.5 & close>high3,open,15,True,9.613904480756295,0.0006429288575483296,241,15.0,0.005481280968419358,1.0,1.8592302103612428,0.6,0.06666666666666667,2.5771583532587954,0.004980815145878987,,1.0,1.0,14,False,,,,,,,,,,,,,,,자산 14개 < 15
upper[t-2]<=0.2 & lower[t-3]<=0.2 & gap[t-2]>=0.2 & close>high3,open,15,True,6.597652788698274,0.00397219068758661,356,23.0,0.0048458257941054825,1.0,1.7962431789297753,0.5882352941176471,0.06666666666666667,1.7604329029495434,0.03916721732922603,,1.0,1.0,14,False,,,,,,,,,,,,,,,자산 14개 < 15
